feature,coefficient
f_abs_z,-0.19510524586767194
f_spread_vol_60d,-0.05526110329006517
f_resid_mom_5d,0.0068247649862580705
f_mkt_vol_20d,0.23512745976085575
f_rel_volume_20d,0.12283220287895166
f_days_since_trigger,0.23422963350149967
f_cluster_stability,0.05123942793153541
