quarter_end,component,rank,characteristic,loading,proposed_name
2022-09-30,pc_1,4,dividend_per_share,0.39796812616995847,
2022-09-30,pc_1,5,shares_outstanding,-0.2826163061402839,
2022-09-30,pc_2,1,analyst_rating,0.4225719454155626,
2022-09-30,pc_2,2,pe_ratio,0.4166688478018955,
2022-09-30,pc_2,3,price_to_sales,0.4166300820761324,
2022-09-30,pc_2,4,market_cap,0.4059937482393766,
2022-09-30,pc_2,5,shares_outstanding,0.35011205874448553,
2022-09-30,pc_3,1,normalized_roe,-0.5039402050558089,
2022-09-30,pc_3,2,price_to_book,-0.4933358050553416,
2022-09-30,pc_3,3,sentiment,0.35855137788035163,
2022-09-30,pc_3,4,volatility_60d,0.33528278622134566,
2022-09-30,pc_3,5,sales_growth,0.25947104414661676,
2022-12-31,pc_1,1,bid_price,0.4555187579250612,
2022-12-31,pc_1,2,close_price,0.45551715618165,
2022-12-31,pc_1,3,ask_price,0.45551283163058587,
2022-12-31,pc_1,4,dividend_per_share,0.4289410564901296,
2022-12-31,pc_1,5,shares_outstanding,-0.3499290450603124,
2022-12-31,pc_2,1,price_to_sales,0.43659850342419726,
2022-12-31,pc_2,2,analyst_rating,0.42208905355633997,
2022-12-31,pc_2,3,pe_ratio,0.39280115040158253,
2022-12-31,pc_2,4,market_cap,0.3743649532777207,
2022-12-31,pc_2,5,sales_growth,-0.30929973264243676,
2022-12-31,pc_3,1,normalized_roe,-0.5632394158709642,
2022-12-31,pc_3,2,price_to_book,-0.5427098730495519,
2022-12-31,pc_3,3,sentiment,0.32065055157721495,
2022-12-31,pc_3,4,sales_growth,0.29905725293674407,
2022-12-31,pc_3,5,pe_ratio,-0.21808678089446426,
2023-03-31,pc_1,1,close_price,0.43747100569046854,
2023-03-31,pc_1,2,bid_price,0.43744727704323716,
2023-03-31,pc_1,3,ask_price,0.4374367318072725,
2023-03-31,pc_1,4,dividend_per_share,0.41696186039035543,
2023-03-31,pc_1,5,shares_outstanding,-0.37256123498924437,
2023-03-31,pc_2,1,market_cap,0.417905134055913,
2023-03-31,pc_2,2,price_to_sales,0.41667247518873574,
2023-03-31,pc_2,3,analyst_rating,0.4117676845881702,
2023-03-31,pc_2,4,pe_ratio,0.39047783765375266,
2023-03-31,pc_2,5,rsi_14d,0.25236172330807244,
2023-03-31,pc_3,1,normalized_roe,-0.6097939243227285,
2023-03-31,pc_3,2,price_to_book,-0.5584875855460736,
2023-03-31,pc_3,3,volatility_60d,0.3288719028588997,
2023-03-31,pc_3,4,sentiment,0.28729363203060637,
2023-03-31,pc_3,5,sales_growth,0.23071042664327143,
2023-06-30,pc_1,1,analyst_rating,0.421413925771118,
2023-06-30,pc_1,2,pe_ratio,0.4130620122159985,
2023-06-30,pc_1,3,price_to_sales,0.4075733790968641,
2023-06-30,pc_1,4,market_cap,0.40594746187913866,
2023-06-30,pc_1,5,shares_outstanding,0.3198960615010406,
2023-06-30,pc_2,1,bid_price,0.47624027469214936,
2023-06-30,pc_2,2,ask_price,0.4762322283363357,
2023-06-30,pc_2,3,close_price,0.47622363701314024,
2023-06-30,pc_2,4,dividend_per_share,0.3997772473171331,
2023-06-30,pc_2,5,shares_outstanding,-0.2930566217315132,
2023-06-30,pc_3,1,normalized_roe,0.6020408427395647,
2023-06-30,pc_3,2,price_to_book,0.5241269374836494,
2023-06-30,pc_3,3,volatility_60d,-0.3208441559759606,
2023-06-30,pc_3,4,sentiment,-0.2602695403020501,
2023-06-30,pc_3,5,sales_growth,-0.23929482130719765,
2023-09-30,pc_1,1,analyst_rating,0.3996512916714662,
2023-09-30,pc_1,2,price_to_sales,0.38994488021914503,
2023-09-30,pc_1,3,pe_ratio,0.36021595248220917,
2023-09-30,pc_1,4,cash_flow_growth,0.3464211980567053,
2023-09-30,pc_1,5,market_cap,0.34041791918354963,
2023-09-30,pc_2,1,ask_price,0.49032480238215,
2023-09-30,pc_2,2,bid_price,0.4903224553063428,
2023-09-30,pc_2,3,close_price,0.49030665839088433,
2023-09-30,pc_2,4,dividend_per_share,0.3607971617304558,
2023-09-30,pc_2,5,shares_outstanding,-0.22066018611007568,
2023-09-30,pc_3,1,normalized_roe,0.6515960510582841,
2023-09-30,pc_3,2,price_to_book,0.6169641393348383,
2023-09-30,pc_3,3,sentiment,-0.303873653322632,
2023-09-30,pc_3,4,pe_ratio,0.18378025250362506,
2023-09-30,pc_3,5,shares_outstanding,-0.15068704741347388,
2023-12-31,pc_1,1,close_price,0.3864163534489602,
2023-12-31,pc_1,2,ask_price,0.386389693466324,
2023-12-31,pc_1,3,bid_price,0.3863817230399069,
2023-12-31,pc_1,4,rsi_14d,0.36473709850431346,
2023-12-31,pc_1,5,price_to_sales,0.31365025027030696,
2023-12-31,pc_2,1,shares_outstanding,0.42904840299193436,
2023-12-31,pc_2,2,dividend_per_share,-0.3502372394169897,
2023-12-31,pc_2,3,analyst_rating,0.3183469297480843,
2023-12-31,pc_2,4,sales_growth,0.31368099554420936,
2023-12-31,pc_2,5,bid_price,-0.27553986454753154,
2023-12-31,pc_3,1,normalized_roe,0.6397425601036434,
2023-12-31,pc_3,2,price_to_book,0.5961383133116138,
2023-12-31,pc_3,3,volatility_60d,-0.2992084027740601,
2023-12-31,pc_3,4,sentiment,-0.20309225654108812,
2023-12-31,pc_3,5,pe_ratio,-0.17345077847480767,
2024-03-31,pc_1,1,analyst_rating,0.3940041537091424,
2024-03-31,pc_1,2,price_to_sales,0.3918601390440978,
2024-03-31,pc_1,3,pe_ratio,0.3674941614786386,
2024-03-31,pc_1,4,market_cap,0.3524500308558054,
2024-03-31,pc_1,5,sales_growth,0.33769415061539526,
2024-03-31,pc_2,1,ask_price,0.44062314960689863,
2024-03-31,pc_2,2,bid_price,0.4406160104613536,
2024-03-31,pc_2,3,close_price,0.44058009422837435,
2024-03-31,pc_2,4,dividend_per_share,0.4395453698957681,
2024-03-31,pc_2,5,shares_outstanding,-0.31377427095952887,
2024-03-31,pc_3,1,normalized_roe,0.6809215487797717,
2024-03-31,pc_3,2,price_to_book,0.6764470825202341,
2024-03-31,pc_3,3,sentiment,-0.14322506590596767,
2024-03-31,pc_3,4,volatility_60d,-0.1119383562683583,
2024-03-31,pc_3,5,pe_ratio,0.11170983229105781,
2024-06-30,pc_1,1,analyst_rating,0.37019170686385316,
2024-06-30,pc_1,2,market_cap,0.35365665654351647,
2024-06-30,pc_1,3,price_to_sales,0.3535791197462899,
2024-06-30,pc_1,4,rsi_14d,0.3460636823973378,
2024-06-30,pc_1,5,pe_ratio,0.32825944529843826,
2024-06-30,pc_2,1,dividend_per_share,0.453625967852619,
2024-06-30,pc_2,2,bid_price,0.40999544395130416,
2024-06-30,pc_2,3,ask_price,0.4099847624509822,
2024-06-30,pc_2,4,close_price,0.4099315602598905,
2024-06-30,pc_2,5,shares_outstanding,-0.36769760299801485,
2024-06-30,pc_3,1,price_to_book,0.677752517140585,
2024-06-30,pc_3,2,normalized_roe,0.6773607132830742,
2024-06-30,pc_3,3,sentiment,-0.1467597441648184,
2024-06-30,pc_3,4,shares_outstanding,-0.13383090716077434,
2024-06-30,pc_3,5,market_cap,-0.0948158521202166,
2024-09-30,pc_1,1,market_cap,0.3381949267162713,
2024-09-30,pc_1,2,rsi_14d,0.33779949202297366,
2024-09-30,pc_1,3,pe_ratio,0.33744187311966795,
2024-09-30,pc_1,4,analyst_rating,0.3297998696346899,
2024-09-30,pc_1,5,price_to_sales,0.3285772337194643,
2024-09-30,pc_2,1,dividend_per_share,-0.4223463734261453,
2024-09-30,pc_2,2,shares_outstanding,0.4033355303392982,
2024-09-30,pc_2,3,close_price,-0.3493380529009852,
2024-09-30,pc_2,4,bid_price,-0.3493349518985186,
2024-09-30,pc_2,5,ask_price,-0.34932805069678846,
2024-09-30,pc_3,1,normalized_roe,0.6635401426350507,
2024-09-30,pc_3,2,price_to_book,0.6453986602642913,
2024-09-30,pc_3,3,volatility_60d,-0.23076956745463373,
2024-09-30,pc_3,4,shares_outstanding,-0.15923250679264514,
2024-09-30,pc_3,5,sales_growth,-0.13657472211967878,
2024-12-31,pc_1,1,market_cap,0.3532855641153907,
2024-12-31,pc_1,2,rsi_14d,0.3458507243100943,
2024-12-31,pc_1,3,price_to_sales,0.32407266900990606,
2024-12-31,pc_1,4,close_price,0.3217245447618709,
2024-12-31,pc_1,5,ask_price,0.32170034641729395,
2024-12-31,pc_2,1,shares_outstanding,0.4370983611109784,
2024-12-31,pc_2,2,dividend_per_share,-0.4286510674669622,
2024-12-31,pc_2,3,bid_price,-0.3534267021282408,
2024-12-31,pc_2,4,ask_price,-0.3534010847772485,
2024-12-31,pc_2,5,close_price,-0.3533522715368308,
2024-12-31,pc_3,1,normalized_roe,0.6566112093076465,
2024-12-31,pc_3,2,price_to_book,0.6498130413128013,
2024-12-31,pc_3,3,volatility_60d,-0.1978224971381352,
2024-12-31,pc_3,4,pe_ratio,0.173953095384691,
2024-12-31,pc_3,5,sentiment,-0.17309140651172414,
