date,close,volume
2014-01-02,41.79456329345703,15627600
2014-01-03,42.11767578125,14214100
2014-01-06,42.361793518066406,17550700
2014-01-07,41.87355041503906,17851200
2014-01-08,42.268455505371094,14687400
2014-01-09,42.189453125,13242500
2014-01-10,41.9956169128418,12694900
2014-01-13,41.42838668823242,20711600
2014-01-14,41.45711135864258,30272400
2014-01-15,42.71360397338867,35186600
2014-01-16,42.354618072509766,21689400
2014-01-17,41.72277069091797,20997900
2014-01-21,41.76584243774414,19548300
2014-01-22,41.34941101074219,15433500
2014-01-23,40.545257568359375,26234600
2014-01-24,39.55441665649414,26833100
2014-01-27,39.55441665649414,23935000
2014-01-28,40.021114349365234,18041000
2014-01-29,39.870338439941406,25459000
2014-01-30,40.207794189453125,17031100
2014-01-31,39.74827575683594,18174000
2014-02-03,38.994380950927734,28549900
2014-02-04,39.45390319824219,20709300
2014-02-05,39.64057540893555,19491600
2014-02-06,40.552433013916016,20881600
2014-02-07,40.6529541015625,23388500
2014-02-10,40.73912048339844,14715200
2014-02-11,41.234527587890625,18774100
2014-02-12,41.29915237426758,13437900
2014-02-13,41.66532516479492,16605500
2014-02-14,41.751487731933594,13067300
2014-02-18,41.9956169128418,14983800
2014-02-19,41.112464904785156,18669900
2014-02-20,41.34223556518555,12457000
2014-02-21,41.36376953125,16790100
2014-02-24,41.66532516479492,16151400
2014-02-25,40.94732666015625,17991800
2014-02-26,40.74629592895508,23661700
2014-02-27,40.703216552734375,16277500
2014-02-28,40.796546936035156,18599000
2014-03-03,40.35856628417969,19151000
2014-03-04,41.112464904785156,17157000
2014-03-05,41.75865936279297,17761500
2014-03-06,42.28998947143555,19420600
2014-03-07,42.64899444580078,18602200
2014-03-10,42.50538635253906,16945200
2014-03-11,41.78019714355469,19420000
2014-03-12,41.58634567260742,17932100
2014-03-13,41.22734069824219,17192500
2014-03-14,40.78219223022461,18635800
2014-03-17,41.34223556518555,13581400
2014-03-18,41.68687438964844,12554800
2014-03-19,41.85917663574219,21450700
2014-03-20,43.15876388549805,33736500
2014-03-21,43.20183563232422,35144100
2014-03-24,43.8480339050293,25810500
2014-03-25,43.74752426147461,24053500
2014-03-26,43.00797653198242,22745200
2014-03-27,43.02235412597656,24632600
2014-03-28,43.1085090637207,14708700
2014-03-31,43.589569091796875,15216700
2014-04-01,43.56083297729492,14584400
2014-04-02,43.69811248779297,14012200
2014-04-03,43.82817840576172,11925200
2014-04-04,43.21403503417969,16966900
2014-04-07,42.6287956237793,18685700
2014-04-08,42.520408630371094,16956500
2014-04-09,42.8238639831543,15308400
2014-04-10,41.47275161743164,29977200
2014-04-11,39.9554557800293,47241300
2014-04-14,39.70979690551758,31081500
2014-04-15,39.59419250488281,26691400
2014-04-16,39.92655563354492,27049400
2014-04-17,39.89765930175781,17955400
2014-04-21,39.76036834716797,12384800
2014-04-22,40.323944091796875,16257600
2014-04-23,40.49734878540039,11379000
2014-04-24,40.598506927490234,15360600
2014-04-25,40.24446105957031,15937700
2014-04-28,40.09272384643555,21394100
2014-04-29,40.533470153808594,13453400
2014-04-30,40.44676971435547,14388100
2014-05-01,40.258914947509766,12744600
2014-05-02,40.15776062011719,15153800
2014-05-05,39.175140380859375,25232300
2014-05-06,38.53931427001953,25327400
2014-05-07,39.05229187011719,18502600
2014-05-08,39.27627944946289,16090800
2014-05-09,39.02338409423828,12366500
2014-05-12,39.4858283996582,12825500
2014-05-13,39.464141845703125,12310700
2014-05-14,39.27627944946289,10325800
2014-05-15,38.66214370727539,19763000
2014-05-16,38.517635345458984,19992400
2014-05-19,38.89334487915039,12068900
2014-05-20,38.813873291015625,16888200
2014-05-21,39.10288619995117,13210200
2014-05-22,39.4135627746582,11800900
2014-05-23,39.39910888671875,10876500
2014-05-27,39.839847564697266,14503700
2014-05-28,40.0638427734375,11374900
2014-05-29,40.258914947509766,11741000
2014-05-30,40.150535583496094,11991900
2014-06-02,39.99159240722656,9440000
2014-06-03,40.172210693359375,9131500
2014-06-04,40.230003356933594,9727800
2014-06-05,40.916412353515625,16803400
2014-06-06,41.16205978393555,15399800
2014-06-09,41.4871940612793,11999700
2014-06-10,41.83401870727539,11609200
2014-06-11,41.37881851196289,14232200
2014-06-12,41.21263885498047,11670200
2014-06-13,41.21263885498047,12040800
2014-06-16,41.089820861816406,11199100
2014-06-17,41.4871940612793,11200500
2014-06-18,41.7473030090332,13729400
2014-06-19,41.40050506591797,11624400
2014-06-20,41.58114242553711,17124800
2014-06-23,42.04353713989258,16007700
2014-06-24,41.4871940612793,12322900
2014-06-25,41.56666946411133,14836600
2014-06-26,41.465518951416016,11854400
2014-06-27,41.56666946411133,10178600
2014-06-30,41.63170623779297,11549000
2014-07-01,41.8863525390625,14472200
2014-07-02,41.44980239868164,19189900
2014-07-03,41.508018493652344,12599800
2014-07-07,41.231544494628906,13916100
2014-07-08,40.5694465637207,18343400
2014-07-09,40.758628845214844,10914300
2014-07-10,40.42393493652344,12436600
2014-07-11,40.59856033325195,10230000
2014-07-14,40.95505905151367,14004400
2014-07-15,42.39565658569336,36178000
2014-07-16,42.71579360961914,20507500
2014-07-17,42.097347259521484,17013500
2014-07-18,42.366554260253906,12803300
2014-07-21,42.37381362915039,9141400
2014-07-22,42.686683654785156,10375200
2014-07-23,42.92678451538086,11122100
2014-07-24,43.050472259521484,9844100
2014-07-25,42.93406295776367,10500600
2014-07-28,43.065025329589844,12382800
2014-07-29,42.664852142333984,13498800
2014-07-30,42.861289978027344,11815700
2014-07-31,41.959102630615234,15955900
2014-08-01,41.09331130981445,23915400
2014-08-04,41.216976165771484,13543900
2014-08-05,40.7877311706543,16863300
2014-08-06,40.911407470703125,12190600
2014-08-07,40.6785888671875,11743800
2014-08-08,40.9914436340332,12213200
2014-08-11,40.976890563964844,9066800
2014-08-12,40.99870300292969,11289600
2014-08-13,41.267913818359375,7012600
2014-08-14,41.45708084106445,8275900
2014-08-15,41.28974914550781,12727400
2014-08-18,41.63897705078125,8881400
2014-08-19,41.87907409667969,9040500
2014-08-20,41.93729019165039,8121400
2014-08-21,42.56299591064453,12745500
2014-08-22,42.55572509765625,10228600
2014-08-25,43.17416000366211,13996800
2014-08-26,43.465187072753906,10281100
2014-08-27,43.35604476928711,11410900
2014-08-28,43.04318618774414,9096100
2014-08-29,43.254188537597656,8897900
2014-09-02,43.414249420166016,8671100
2014-09-03,43.43608474731445,11791800
2014-09-04,43.44336700439453,9811900
2014-09-05,43.58887481689453,9600900
2014-09-08,43.57431411743164,8090000
2014-09-09,42.97045135498047,14868700
2014-09-10,43.08684158325195,9153800
2014-09-11,43.479732513427734,11467000
2014-09-12,43.676185607910156,14359100
2014-09-15,43.61070251464844,10685600
2014-09-16,43.64707946777344,10947900
2014-09-17,43.879905700683594,15091800
2014-09-18,44.61476135253906,16973700
2014-09-19,44.46196365356445,18739300
2014-09-22,44.31645584106445,13225200
2014-09-23,44.33828353881836,14328800
2014-09-24,44.840293884277344,13728200
2014-09-25,43.76348876953125,16340100
2014-09-26,44.06179428100586,11948900
2014-09-29,43.89446258544922,10686500
2014-09-30,43.82896423339844,14384800
2014-10-01,43.487003326416016,18995800
2014-10-02,43.09880065917969,24559100
2014-10-03,44.168212890625,18321100
2014-10-06,44.080322265625,11578000
2014-10-07,43.413761138916016,14542000
2014-10-08,44.2414665222168,15834100
2014-10-09,43.274593353271484,19189500
2014-10-10,42.86442565917969,16689400
2014-10-13,42.60071563720703,17169300
2014-10-14,42.47621154785156,29096800
2014-10-15,40.67431640625,37866900
2014-10-16,40.344696044921875,31965100
2014-10-17,41.16507339477539,20183500
2014-10-20,41.48005294799805,10807600
2014-10-21,42.432254791259766,14020400
2014-10-22,42.08066940307617,13750700
2014-10-23,42.5274772644043,12641900
2014-10-24,43.02554702758789,13758000
2014-10-27,42.952308654785156,11087100
2014-10-28,43.677459716796875,13625000
2014-10-29,43.42841339111328,16712100
2014-10-30,43.50166320800781,14709800
2014-10-31,44.30006790161133,18347600
2014-11-03,44.593055725097656,11841200
2014-11-04,44.13159942626953,15295800
2014-11-05,44.790828704833984,14063800
2014-11-06,44.84941482543945,10421600
2014-11-07,45.02522277832031,12384600
2014-11-10,45.362144470214844,10801000
2014-11-11,44.951961517333984,12539800
2014-11-12,44.35866165161133,17219600
2014-11-13,44.116947174072266,12240400
2014-11-14,44.153564453125,6803400
2014-11-17,44.226802825927734,9017600
2014-11-18,44.33668899536133,8897800
2014-11-19,44.38796615600586,9210100
2014-11-20,44.036373138427734,10917300
2014-11-21,44.27811050415039,12340500
2014-11-24,44.651649475097656,8335000
2014-11-25,44.168212890625,14802600
2014-11-26,44.197505950927734,7626600
2014-11-28,44.065670013427734,6759600
2014-12-01,43.948463439941406,12771600
