date,AAPL US Equity, MSFT US Equity, NVDA US Equity, ORCL US Equity, CSCO US Equity, INTC US Equity, IBM US Equity, TXN US Equity, ADBE US Equity, QCOM US Equity, JPM US Equity, BAC US Equity, WFC US Equity, C US Equity, GS US Equity, MS US Equity, USB US Equity, PNC US Equity, AXP US Equity, BLK US Equity, XOM US Equity, CVX US Equity, COP US Equity, SLB US Equity, EOG US Equity, OXY US Equity, VLO US Equity, MPC US Equity, PSX US Equity, HAL US Equity, PG US Equity, KO US Equity, PEP US Equity, WMT US Equity, COST US Equity, MDLZ US Equity, CL US Equity, KMB US Equity, GIS US Equity, SYY US Equity
2020-03-31,4.2238,8.673,13.6824,3.9947,3.3013,3.1116,1.2854,6.6117,13.2319,3.2282,2.0496,1.7449,1.2468,0.8862,1.0702,1.0373,1.9666,2.0195,1.5005,4.5838,0.651,1.0045,1.1504,0.575,1.2532,0.4193,0.1757,0.1388,0.2286,0.2765,3.8992,5.0944,2.4629,0.6036,0.7937,2.7718,3.5792,2.3271,1.9083,0.3925
2020-06-30,5.8583,10.8267,17.8305,4.534,4.0078,3.2616,1.4198,8.6166,17.4605,5.2478,2.1208,2.003,1.1627,1.0847,1.3182,1.4317,2.1252,2.3032,1.7891,5.6075,0.8929,1.4508,1.8874,0.8615,2.1076,0.7347,0.2748,0.2704,0.3628,0.6001,4.2173,5.5787,2.726,0.6266,0.8319,2.8401,3.9414,2.5639,2.1272,0.5274
2020-09-30,7.3318,10.8542,22.5386,4.7793,3.4679,2.8217,1.4414,9.6059,18.9967,5.6727,2.2341,2.1368,1.1259,0.9576,1.3321,1.4433,2.1061,2.4768,1.9941,5.5302,0.7485,1.2867,1.6983,0.8207,1.6788,0.4469,0.2319,0.2385,0.2982,0.6455,4.7903,6.3281,2.8121,0.7223,0.9416,3.1463,4.0934,2.6683,2.092,0.6417
2020-12-31,7.725,10.9909,19.3251,5.0458,3.9391,2.6855,1.6257,10.4478,18.6731,6.4636,3.015,2.8309,1.5197,1.4482,1.7565,2.0848,2.786,3.4805,2.5494,6.8302,0.9859,1.6725,2.2961,1.285,2.6243,0.8899,0.3549,0.3849,0.4796,1.1516,4.6927,7.1345,2.9232,0.7297,0.9643,3.1488,4.4482,2.3991,1.9678,0.8236
2021-03-31,6.3685,11.1413,17.1563,5.3112,4.4724,3.4126,1.8406,11.259,16.6665,5.101,3.5876,3.7077,2.0052,1.7997,1.9217,2.2716,3.4232,4.2452,3.1093,6.8189,1.3176,2.0633,2.7452,1.7715,3.6677,1.4997,0.4579,0.4949,0.5519,1.4742,4.505,6.779,2.7474,0.6821,0.8738,3.0776,4.0299,2.5019,2.0201,0.9116
2021-06-30,6.6429,12.1611,22.6747,5.6497,4.4915,2.9616,2.1585,10.5592,19.4938,4.9645,3.7544,3.9987,2.2998,1.8215,2.1748,2.7652,3.5576,4.5212,3.4097,7.3864,1.2557,1.7162,2.5559,2.0625,3.4736,1.4941,0.3925,0.448,0.4658,1.5334,4.3991,6.3965,2.7493,0.702,0.9391,3.1844,4.0565,2.3869,2.0641,0.7742
2021-09-30,6.4669,12.0494,21.2428,6.1313,4.5214,2.76,2.2058,10.0742,18.2345,4.3466,3.9231,3.9768,2.3759,1.8072,2.0708,2.8933,3.7255,4.4291,3.2652,6.8179,1.0427,1.4438,2.3983,1.8629,2.8583,1.2444,0.3034,0.3884,0.3232,1.3494,4.4696,5.9823,2.7135,0.6839,1.0162,2.8963,3.6955,2.3158,2.004,0.7175
2021-12-31,7.7671,13.6783,27.2735,5.9068,5.1743,2.6451,2.0884,9.4834,17.1528,5.7262,3.7628,4.0252,2.363,1.538,2.0661,2.8671,3.5271,4.3336,2.953,7.1934,0.9454,1.445,2.0838,1.8292,2.6946,1.0443,0.2684,0.3369,0.2861,1.3344,5.1143,6.6093,3.0206,0.7051,1.2389,3.24,4.1391,2.4784,2.2143,0.6619
2022-03-31,7.4333,12.023,23.1002,5.4286,4.5319,2.5922,1.9994,8.9345,13.4332,4.3843,3.2458,3.6448,2.3745,1.344,1.9207,2.5674,3.3154,3.8847,3.1374,5.9045,1.15,1.7701,2.4554,2.4502,3.21,1.8302,0.3142,0.3843,0.3035,2.1014,4.6736,6.6767,2.862,0.7178,1.2144,2.9996,3.6576,2.0969,2.2162,0.634
2022-06-30,5.7625,9.7096,12.7506,4.4402,3.4486,2.0775,2.1271,7.2343,10.4033,3.4097,2.6144,2.6402,1.9461,1.0915,1.7842,2.2238,2.8251,3.2078,2.1389,4.7686,1.0358,1.3567,1.7945,2.0295,2.6959,1.636,0.2776,0.2957,0.2532,1.6107,4.3493,6.5857,2.8146,0.571,0.977,2.8916,3.8067,2.2622,2.4139,0.6302
2022-09-30,5.6888,8.5812,10.6155,3.7046,3.1684,1.5154,1.7678,7.0517,7.5626,2.8711,2.2471,2.3803,1.9115,0.9092,1.6715,2.2157,2.3692,2.8822,1.9355,4.4687,0.9561,1.2238,1.7601,1.9175,2.5359,1.5791,0.2518,0.3102,0.2316,1.1695,3.7884,5.7252,2.6974,0.5926,0.9232,2.4926,3.3213,1.8809,2.4183,0.5051
2022-12-30,5.3905,8.7758,13.4832,4.7539,3.6941,1.7209,2.1013,7.5531,8.9774,2.8734,2.5688,2.3349,1.8826,0.8704,1.7587,2.1754,2.3716,2.7576,1.9924,5.9842,1.1633,1.4713,1.9149,2.6965,2.8921,1.5931,0.2844,0.335,0.2892,1.7536,4.5346,6.4026,2.8913,0.6316,0.8768,2.9147,3.6677,2.2701,2.6052,0.5284
2023-03-31,6.8325,10.3543,26.5984,5.205,3.9103,2.3883,1.9575,8.6969,9.9792,3.4812,2.1811,1.7671,1.5498,0.7767,1.4366,1.982,1.7453,1.9558,2.0779,5.7806,1.1587,1.3508,1.6502,2.335,2.6643,1.6155,0.3099,0.3761,0.2869,1.3209,4.3918,6.1713,2.861,0.6421,0.9408,2.9065,3.418,2.2342,2.5619,0.5197
2023-06-30,8.011,11.9645,32.0035,6.4289,3.7145,2.5647,2.0049,8.6911,12.2738,3.4523,2.1088,1.5528,1.5871,0.6769,1.233,1.7018,1.4332,1.7654,2.0841,5.9751,1.2156,1.3985,1.9208,2.2399,2.7812,1.689,0.28,0.3384,0.2891,1.3315,4.4072,5.9012,2.8371,0.6724,1.0149,2.9222,3.4329,2.2927,2.2702,0.4932
2023-09-29,7.0379,10.7586,23.9383,5.6261,3.779,2.8029,2.0847,7.9649,12.4028,3.4643,1.9015,1.3507,1.3952,0.5409,1.1027,1.4735,1.3221,1.6101,1.6979,5.5089,1.3869,1.5701,2.4325,2.592,3.1577,1.9826,0.3414,0.4261,0.3688,1.5983,4.1606,5.377,2.5515,0.6745,1.035,2.6767,3.0831,1.9999,1.866,0.4357
2023-12-29,7.8058,12.2831,20.0668,5.5535,3.5912,3.8848,2.4095,8.8324,14.0459,4.4465,2.087,1.5723,1.5724,0.6329,1.2117,1.5771,1.6436,1.9451,2.043,6.7882,1.2099,1.4186,2.4864,2.2389,3.031,1.8782,0.3169,0.4054,0.406,1.4118,4.1431,5.568,2.5594,0.6549,1.1927,2.7405,3.3896,2.0096,1.8941,0.4773
2024-03-28,6.9853,13.2155,27.9349,6.5348,3.6573,3.3681,2.8108,9.4196,11.5277,5.1899,2.332,1.6807,1.7522,0.7447,1.225,1.5303,1.664,1.9848,2.3906,6.7736,1.4114,1.5079,2.749,2.293,3.1322,2.1285,0.4189,0.533,0.4841,1.5247,4.5809,5.7353,2.6245,0.7387,1.3069,2.6304,3.7623,2.2335,2.0168,0.5243
2024-06-28,8.4421,13.5501,31.5912,7.3161,3.5701,2.3777,2.5409,10.9934,12.323,5.9531,2.2129,1.6976,1.7147,0.7243,1.2612,1.524,1.465,1.8545,2.3546,6.2672,1.3814,1.4691,2.3964,1.917,2.9833,2.0582,0.3755,0.4342,0.4029,1.2984,4.6825,5.9108,2.4672,0.8208,1.4872,2.4614,3.9949,2.4894,1.8334,0.4538
2024-09-30,9.1486,12.5816,26.3635,8.7141,4.0438,1.8398,3.2458,11.9747,11.1325,4.8708,2.2272,1.6363,1.5773,0.7032,1.3328,1.5827,1.6805,2.1504,2.6747,7.2797,1.4471,1.3907,2.2375,1.6621,2.919,1.7033,0.3286,0.4055,0.3796,1.1164,4.9234,6.6823,2.5461,0.9649,1.5466,2.7452,4.2383,2.7008,2.1228,0.4875
2024-12-31,9.6314,11.9672,25.2609,8.3819,4.3783,1.6164,3.2297,10.9309,9.2395,4.2062,2.4701,1.7578,1.9184,0.7844,1.49,1.8648,1.7469,2.237,2.8468,7.5423,1.3616,1.3548,2.1357,1.5005,2.9299,1.6861,0.3039,0.3412,0.3345,1.0456,4.7372,5.7007,2.2764,1.0668,1.5718,2.1987,3.7045,2.6048,1.8046,0.4693
